Faculty Name,Faculty Title,Faculty ID,Department,College,Website Link
James L. Parrish,Associate Professor,179,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=jlp0464#current-teaching
Javier Rubio Herrero,Associate Professor,180,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=jr1078#current-teaching
Jay D. Jayakumar,Associate Professor,181,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=mdj0024#current-teaching
Ling Ge,Associate Professor,182,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=lg0418#current-teaching
Obi Ogbanufe,Associate Professor,183,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=oo0066#current-teaching
Ronnie Jia,Associate Professor,184,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=rj0412#current-teaching
Russell R. Torres,Associate Professor,185,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=rrt0042#current-teaching
Vess L. Johnson,Associate Professor,186,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=vlj0036#current-teaching
Anna Sidorova,Chair,187,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=as0402#current-teaching
Jeffrey Word,Clinical Assistant Professor,188,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=jbw0228#current-teaching
Joti Kaur,Clinical Assistant Professor,189,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=jk0913#current-teaching
Mahdi Ahmadi,Clinical Assistant Professor,190,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=ma0405#current-teaching
Melody N. White,Clinical Assistant Professor,191,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=mwb0025#current-teaching
Scott J. Hamilton,Clinical Assistant Professor,192,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=sjh0213#current-teaching
Ted Peterson,Clinical Assistant Professor,193,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=tcp0089#current-teaching
Athena Alimirzaei,Clinical Associate Professor,194,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=aa2458#current-teaching
Dipakkumar P. Pravin,Clinical Associate Professor,195,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=dpp0053#current-teaching
Nassim Sohaee,Clinical Associate Professor,196,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=ns0305#current-teaching
Roberto Cavazos,Clinical Associate Professor,197,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=rc0858#current-teaching
Sameh Shamroukh,Clinical Associate Professor,198,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=sss0127#current-teaching
Sourav Chatterjee,Clinical Associate Professor,199,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=sc1416#current-teaching
Jogen Pathak,Lecturer,200,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=jkp0180#current-teaching
Sharmin Hanifiafshar,Lecturer,201,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=sh1202#current-teaching
Andy Wu,Professor,202,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=yw0100#current-teaching
Arunachalam Narayanan,Professor,203,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=an0525#current-teaching
Chang E. Koh,Professor,204,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=cek0002#current-teaching
Dan J. Kim,Professor,205,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=dk0144#current-teaching
Gurpreet S. Dhillon,Professor,206,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=gsd0047#current-teaching
Richard G. Vedder,Professor,207,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=vedder#current-teaching
Robert J. Pavur,Professor,208,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=rjp0018#current-teaching
Zhiling Guo,Professor,209,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=zg0093#current-teaching
Victor R. Prybutok,Regents Professor,210,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=prybutok#current-teaching
Donna M. Glenn,Senior Lecturer,211,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=dml0140#current-teaching
LeRoy P. Hardy,Senior Lecturer,212,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=lph0026#current-teaching
Abhijeet Kumar,Teaching Fellow,213,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=ak0723#current-teaching
Adebola Akintomide,Teaching Fellow,214,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=aoa0139#current-teaching
Arindam Majumder,Teaching Fellow,215,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=am3235#current-teaching
Hossein Mohit,Teaching Fellow,216,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=hm0362#current-teaching
Jordan Bernot,Teaching Fellow,217,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=jb0822#current-teaching
Lanlan Zhu,Teaching Fellow,218,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=lz0179#current-teaching
M A Shariful Amin,Teaching Fellow,219,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=ma0694#current-teaching
Mahathi Koutha,Teaching Fellow,220,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=mk0800#current-teaching
Manjinder Kaur,Teaching Fellow,221,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=mk1560#current-teaching
Mayssam Tarighi Shaayesteh,Teaching Fellow,222,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=mt0675#current-teaching
Ming Xiao,Teaching Fellow,223,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=mx0028#current-teaching
Neda Khosh Kheslat,Teaching Fellow,224,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=fk0134#current-teaching
Paul Owusu,Teaching Fellow,225,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=pjo0029#current-teaching
Pranay Prateek,Teaching Fellow,226,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=pp0341#current-teaching
Roya Ashrafi Dekhordi,Teaching Fellow,227,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=ra0757#current-teaching
Runqing Yang,Teaching Fellow,228,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=ry0253#current-teaching
Sara Memarian Esfahani,Teaching Fellow,229,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=sm1459#current-teaching
Smriti Srivastava,Teaching Fellow,230,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=ss2102#current-teaching
Yashica Pandey,Teaching Fellow,231,Information Technology and Decision Sciences,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=yp0132#current-teaching
Tracy L. Dietz,Academic Associate Dean,232,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=tld0023#current-teaching
Amy C. Hicks,Adjunct Faculty,233,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=ach0267#current-teaching
Amy Rosellini,Adjunct Faculty,234,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=amr0058#current-teaching
Audra O'Neal,Adjunct Faculty,235,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=alo0076#current-teaching
Beena Punatar,Adjunct Faculty,236,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=bdp0163#current-teaching
Brian C. Hirsch,Adjunct Faculty,237,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=bch0113#current-teaching
Caleb Brower,Adjunct Faculty,238,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=cvb0043#current-teaching
Chris J. Hubbard,Adjunct Faculty,239,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=cjh0363#current-teaching
Christina M. Aguilar,Adjunct Faculty,240,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=cma0113#current-teaching
Clarence Sutton,Adjunct Faculty,241,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=cs0545#current-teaching
Danielle D. Neumeyer,Adjunct Faculty,242,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=ldn0051#current-teaching
Darren Hart,Adjunct Faculty,243,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=deh0203#current-teaching
David Steele,Adjunct Faculty,244,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=dls0538#current-teaching
David Swanagon,Adjunct Faculty,245,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=dms0495#current-teaching
Deli Cole,Adjunct Faculty,246,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=aac0008#current-teaching
Destiny S. Price,Adjunct Faculty,247,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=dsp0112#current-teaching
Dolores August,Adjunct Faculty,248,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=dsz0005#current-teaching
Dylan Chatterjee,Adjunct Faculty,249,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=src0347#current-teaching
Eric Green,Adjunct Faculty,250,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=elg0129#current-teaching
Henry Wear,Adjunct Faculty,251,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=hw0253#current-teaching
Jack Washington,Adjunct Faculty,252,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=jew0325#current-teaching
Jamilah Kangudja,Adjunct Faculty,253,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=jck0193#current-teaching
Jazmyne Dixson,Adjunct Faculty,254,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=jd0297#current-teaching
Jenipher Coppin,Adjunct Faculty,255,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=jc1984#current-teaching
Jennifer H. Duplessis,Adjunct Faculty,256,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=jhm0003#current-teaching
Joan C. Hubbard,Adjunct Faculty,257,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=jch0179#current-teaching
Johnson Varghese,Adjunct Faculty,258,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=jgv0006#current-teaching
Jon McCarry,Adjunct Faculty,259,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=jmm0005#current-teaching
Justin Hawkins,Adjunct Faculty,260,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=jbh0129#current-teaching
Kallum Griffin,Adjunct Faculty,261,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=klg0349#current-teaching
Kelly Stotts,Adjunct Faculty,262,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=kls0620#current-teaching
Kerin K. Groves,Adjunct Faculty,263,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=kkg0011#current-teaching
Kyle Steadham,Adjunct Faculty,264,Management,College of Business,https://facultyinfo.unt.edu/faculty-profile?profile=kss0258#current-teaching
